date,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
5/7/16 4:40,0,23.7,38.0,21.6,39.2,24.53333333,38.2,23.6,36.62666667,21.1,48.0,10.814,23.034000000000002,22.79,34.03857143,23.7,43.0,21.79,43.4,12.0,751.9666667,64.33333333,1.0,40.0,5.33
5/7/16 4:50,0,23.7,37.93333333,21.58571429,39.2,24.53333333,38.2,23.56666667,36.62666667,21.1,47.96666667,10.89,22.66333333,22.754,34.0,23.7,42.86333333,21.79,43.4,11.9,751.9333333,64.16666667,1.0,40.0,5.27
5/7/16 5:00,0,23.7,37.9,21.54,39.2,24.6,38.2,23.5,36.7,21.1,47.9,10.96333333,22.39666667,22.77714286,34.0,23.7,42.73,21.79,43.4,11.9,751.9,64.0,1.0,40.0,5.2
5/7/16 5:10,0,23.7,37.82666667,21.5,39.2,24.6,38.26,23.6,36.59,21.1,47.79,11.13,21.56,22.79,34.0,23.6,42.5,21.79,43.4,11.8,751.9,64.5,1.166666667,40.0,5.23
5/7/16 5:20,0,23.66666667,37.76,21.5,39.2,24.6,38.2,23.53333333,36.59,21.1,47.73,11.19,20.76666667,22.79,34.0,23.6,42.43333333,21.79,43.4,11.7,751.9,65.0,1.333333333,40.0,5.27
5/7/16 5:30,0,23.6,37.7,21.5,39.2,24.6,38.2,23.5,36.59,21.1,47.66333333,11.19,20.32333333,22.7675,33.9,23.6,42.26,21.79,43.4,11.6,751.9,65.5,1.5,40.0,5.3
5/7/16 5:40,0,23.6,37.7,21.5,39.2,24.63333333,38.29,23.5,36.59,21.05,47.5225,11.19,20.26333333,22.7,33.9,23.6,42.12666667,21.79,43.4,11.5,751.9,66.0,1.6666666669999999,40.0,5.33
5/7/16 5:50,0,23.6,37.7,21.5,39.2,24.7,38.29,23.5,36.59,21.1,47.5,11.25666667,20.16666667,22.72571429,33.9,23.6,42.09,21.79,43.4,11.4,751.9,66.5,1.8333333330000001,40.0,5.37
5/7/16 6:00,0,23.56666667,37.7,21.5,39.2,24.63333333,38.23,23.5,36.59,21.1,47.4,11.52,20.025,22.736,33.9,23.575,42.045,21.79,43.4,11.3,751.9,67.0,2.0,40.0,5.4
5/7/16 6:10,0,23.5,37.7,21.5,39.18428571,24.63333333,38.23,23.5,36.59,21.1,47.32666667,11.76333333,20.0,22.7,33.9,23.56666667,42.09,21.79,43.4,11.5,751.9166667000001,66.83333333,1.8333333330000001,40.0,5.57
5/7/16 6:20,0,23.5,37.7,21.5,39.09,24.63333333,38.23,23.5,36.66333333,21.1,47.29,11.96,20.0,22.7,33.9,23.5,42.09,21.79,43.32666667,11.7,751.9333333,66.66666667,1.6666666669999999,40.0,5.73
5/7/16 6:30,0,23.5,37.7,21.52857143,39.09,24.7,38.29,23.5,36.7,21.1,47.23,12.16,19.92666667,22.73857143,33.9,23.5,42.09,21.79,43.4,11.9,751.95,66.5,1.5,40.0,5.9
5/7/16 6:40,0,23.5,37.7,21.6,39.09,24.7,38.29,23.5,36.7,21.1,47.16333333,12.56333333,19.63333333,22.7,33.9,23.5,42.2,21.85666667,43.46666667,12.2,751.9666667,66.33333333,1.333333333,40.0,6.07
5/7/16 6:50,0,23.5,37.76,21.61428571,39.05142857,24.7,38.29,23.42666667,36.7,21.1,47.09,12.82333333,19.23333333,22.7,33.92857143,23.5,42.2,21.79,43.4,12.4,751.9833332999999,66.16666667,1.166666667,40.0,6.23
5/7/16 7:00,0,23.46333333,37.76,21.68,39.036,24.7,38.29,23.39,36.73,21.1,47.06,13.0,18.89,22.7,34.0,23.5,42.23,21.82333333,43.53,12.6,752.0,66.0,1.0,40.0,6.4
5/7/16 7:10,0,23.39,37.7,21.67142857,39.0,24.73,38.29,23.39,36.79,21.1,47.0,13.06666667,18.96333333,22.7,34.0,23.5,42.36333333,21.89,43.59,13.0,752.0333333,64.5,1.166666667,40.0,6.45
5/7/16 7:20,0,23.39,37.73,21.7,39.0,24.79,38.29,23.39,36.79,21.1,46.96666667,13.32666667,19.62333333,22.7,34.054,23.5,42.56666667,21.89,43.7,13.5,752.0666667,63.0,1.333333333,40.0,6.5
5/7/16 7:30,0,23.39,37.915,21.76428571,38.95714286,24.76,38.26,23.39,36.79,21.1,46.9,14.12666667,20.49666667,22.7,34.09,23.5,42.7,21.89,43.76,13.9,752.1,61.5,1.5,40.0,6.55
5/7/16 7:40,0,23.39,38.56333333,21.93857143,39.19142857,24.7,38.12666667,23.39,36.9,21.1,46.86333333,15.72333333,17.79666667,22.7,34.2,23.5,42.9,21.89,43.59,14.3,752.1333333,60.0,1.6666666669999999,40.0,6.6
5/7/16 7:50,0,23.39,39.0,22.52,39.096,24.79,37.96666667,23.445,37.05,21.1,46.73,16.86333333,12.73,22.7,34.26714286,23.5,42.9,21.89,43.59,14.8,752.1666667000001,58.5,1.8333333330000001,40.0,6.65
5/7/16 8:00,0,23.46333333,39.13333333,23.47142857,38.16857143,24.85666667,37.9,23.5,37.2,21.1,46.56,18.19,8.833333332999999,22.7,34.42,23.5,42.93333333,21.92666667,43.46666667,15.2,752.2,57.0,2.0,40.0,6.7
5/7/16 8:10,0,23.5,39.36333333,24.176,37.32,25.0,37.79,23.5,37.46333333,21.16666667,46.43333333,19.19,5.2933333330000005,22.7,34.52571429,23.5,43.06,22.0,43.26666667,15.5,752.2166667,57.16666667,2.166666667,40.0,7.02
5/7/16 8:20,0,23.5,39.29,24.84,36.62857143,25.06666667,37.73,23.5,37.66333333,21.1,46.26,20.13,2.49,22.7,34.7,23.5,43.12666667,22.0,42.895,15.8,752.2333332999999,57.33333333,2.333333333,40.0,7.33
5/7/16 8:30,0,23.5,39.26,25.555999999999997,35.64,25.13333333,37.7,23.6,37.76,21.16666667,46.2,20.72333333,1.3566666669999998,22.7,34.75142857,23.5,43.2,22.0,42.6,16.1,752.25,57.5,2.5,40.0,7.65
5/7/16 8:40,0,23.56666667,39.2,26.19714286,34.82428571,25.2,37.62666667,23.6,37.7,21.2,46.09,21.36666667,1.0,22.7,34.812,23.6,43.32666667,22.0,42.32666667,16.5,752.2666667000001,57.66666667,2.666666667,40.0,7.97
5/7/16 8:50,0,23.6,39.2,26.776,33.634,25.2,37.56,23.6,37.7,21.2,46.09,21.82666667,1.0,22.7,34.97142857,23.6,43.46666667,22.1,42.45666667,16.8,752.2833333,57.83333333,2.833333333,40.0,8.28
5/7/16 9:00,0,23.6,39.2,27.12571429,33.36714286,25.2,37.5,23.6,37.7,21.2,46.045,22.46,1.0,22.7,35.0,23.6,43.5,22.1,43.26333333,17.1,752.3,58.0,3.0,40.0,8.6
5/7/16 9:10,0,23.7,39.69333333,27.39,32.618,25.16666667,37.43,23.6,37.66333333,21.2,46.0,22.86666667,1.0,22.7,35.03857143,23.6,43.56,22.1,43.59,17.5,752.3333332999999,56.83333333,3.0,40.0,8.65
5/7/16 9:20,0,23.7,39.56666667,27.39,32.29,25.03333333,37.29,23.6,37.59,21.2,46.0,23.15,1.0,22.7,35.0,23.6,43.7,22.1,43.53,17.8,752.3666667,55.66666667,3.0,40.0,8.7
5/7/16 9:30,0,23.73,39.16333333,27.54,32.21,25.0,37.2,23.6,37.59,21.86,64.3,23.32333333,1.0,22.72571429,35.0,23.6,43.36333333,22.13333333,43.22333333,18.2,752.4,54.5,3.0,40.0,8.75
5/7/16 9:40,0,23.79,39.09,27.89714286,31.82,25.0,37.26,23.6,37.59,23.19333333,82.9,23.53,1.0,22.79,34.96,23.6,42.89,22.2,43.03,18.6,752.4333333,53.33333333,3.0,40.0,8.8
5/7/16 9:50,0,23.79,39.32666667,28.178,31.375999999999998,25.1,37.29,23.6,37.5,22.69333333,82.03,23.73,1.0,22.79,34.8975,23.6,42.36333333,22.2,42.76,18.9,752.4666667,52.16666667,3.0,40.0,8.85
5/7/16 10:00,0,23.85666667,39.4,28.36142857,30.72571429,25.03333333,37.29,23.68,37.496,22.36,82.23,23.85,1.0,22.79,34.58428571,23.6,41.89,22.2,42.59571429,19.3,752.5,51.0,3.0,40.0,8.9
5/7/16 10:10,0,23.92666667,39.73333333,28.434,29.754,25.0,37.145,23.7,37.36333333,22.16666667,82.36666667,24.236,1.0,22.79,34.294000000000004,23.6,41.4,22.2,42.254,19.7,752.5,49.0,3.166666667,40.0,8.6
5/7/16 10:20,0,24.0,40.86666667,28.55714286,29.29714286,25.0,37.0,23.7,37.23,22.1,81.82666667,24.58428571,1.0,22.79,33.99714286,23.66666667,41.32666667,22.2,41.98142857,20.1,752.5,47.0,3.333333333,40.0,8.3
5/7/16 10:30,0,24.0,38.59333333,28.6,28.896,25.0,36.86,23.7,36.93,22.0,79.25666667,24.816,1.0,22.79,33.656,23.73,41.16333333,22.2,41.714,20.5,752.5,45.0,3.5,40.0,8.0
5/7/16 10:40,0,24.06666667,37.73333333,28.6,28.72571429,25.0,36.82666667,23.7,36.73,21.92666667,75.73,25.22571429,1.0,22.80428571,33.48142857,23.85666667,41.03,22.2,41.49714286,20.9,752.5,43.0,3.666666667,40.0,7.7
5/7/16 10:50,0,24.1,36.55,28.6,28.754,25.0,36.96666667,23.7,36.46666667,21.89,71.85666667,25.54,1.0,22.89,33.4,23.92666667,40.76,22.254,41.32,21.3,752.5,41.0,3.833333333,40.0,7.4
5/7/16 11:00,0,24.23,35.32333333,28.6,28.57,25.0,36.96666667,23.7,36.32666667,21.82333333,68.12333333,25.52714286,1.0,22.89,33.36857143,24.06666667,40.62666667,22.21285714,41.06714286,21.7,752.5,39.0,4.0,40.0,7.1
5/7/16 11:10,0,24.29,34.65666667,28.58,28.311999999999998,25.0,36.82666667,23.7,36.2,21.79,65.19666667,25.456,1.0,22.89,33.09,24.13333333,40.1,22.29,41.09,21.9,752.4833332999999,38.33333333,4.0,40.0,7.02
5/7/16 11:20,0,24.32333333,34.29666667,28.42142857,28.2,24.89,36.72333333,23.79,36.0,21.79,63.99666667,25.57142857,1.0,22.89,32.95571429,24.26,39.82666667,22.26428571,40.99714286,22.0,752.4666667,37.66666667,4.0,40.0,6.93
5/7/16 11:30,0,24.46333333,34.03,28.35,28.06,24.89,36.53,23.79,36.0,21.7,62.42666667,25.6,1.0,22.89,32.816,24.32333333,39.6,22.254,40.754,22.2,752.45,37.0,4.0,40.0,6.85
5/7/16 11:40,0,24.53333333,33.99666667,28.23857143,27.92285714,24.89,36.5,23.79,35.93333333,21.7,60.96,25.42285714,1.0,22.89,32.62142857,24.39,39.26666667,22.26428571,40.48142857,22.4,752.4333333,36.33333333,4.0,40.0,6.77
5/7/16 11:50,0,24.66666667,33.66333333,28.2,27.736,24.89,36.43333333,23.79,35.79,21.7,58.82666667,25.35,1.0,23.0,32.356,24.39,38.93,22.254,40.356,22.5,752.4166667000001,35.66666667,4.0,40.0,6.68
5/7/16 12:00,0,24.79,32.79666667,28.17142857,27.64285714,24.89,36.4,23.79,35.73,21.7,57.16,25.31857143,1.0,23.0,32.09857143,24.39,38.73,22.245,40.13,22.7,752.4,35.0,4.0,40.0,6.6
5/7/16 12:10,0,24.85666667,33.13,28.0375,27.40625,24.89,36.4,23.79,35.7,21.7,55.63,25.5,1.0,23.0,31.958000000000002,24.5,38.7,22.23857143,39.76428571,22.8,752.3666667,34.0,4.166666667,40.0,6.2
5/7/16 12:20,0,24.89,32.99666667,27.85,26.66,24.89,36.4,23.85666667,35.62666667,21.7,54.3975,25.46857143,1.0,23.04285714,31.80714286,24.5,38.5,22.2,39.554,23.0,752.3333332999999,33.0,4.333333333,40.0,5.8
5/7/16 12:30,0,24.89,32.46333333,27.73857143,26.39428571,24.89,36.32666667,23.92666667,35.33333333,21.7,53.23333333,25.434,1.0,23.1,31.66,24.39,37.99,22.26428571,39.42714286,23.1,752.3,32.0,4.5,40.0,5.4
5/7/16 12:40,0,24.89,32.12666667,27.64,26.29,24.92666667,36.36333333,23.92666667,34.92666667,21.6,52.09333333,25.39,1.0,23.11428571,31.54285714,24.39,37.59666667,22.218000000000004,39.236,23.2,752.2666667000001,31.0,4.666666667,40.0,5.0
5/7/16 12:50,0,24.96333333,32.2,27.52857143,26.31857143,25.0,36.29,23.96333333,34.85833333,21.6,51.29333333,25.33,1.0,23.2,31.434,24.39,37.3,22.22571429,39.05714286,23.4,752.2333332999999,30.0,4.833333333,40.0,4.6
5/7/16 13:00,10,25.03333333,32.4,27.456,26.54,25.0,36.2,24.0,34.79,21.6,50.62333333,25.25285714,1.0,23.22571429,31.34714286,24.39,37.02666667,22.236,38.94,23.5,752.2,29.0,5.0,40.0,4.2
5/7/16 13:10,0,25.1,32.6,27.37571429,26.73714286,25.0,36.2,24.0325,34.78625,21.66666667,50.15666667,25.274,1.0,23.29,31.374000000000002,24.39,36.82666667,22.22571429,38.81285714,23.6,752.1833333,28.83333333,5.166666667,40.0,4.25
5/7/16 13:20,10,25.1,32.63333333,27.272,26.85,25.0,36.29,24.065,34.7825,21.63333333,49.49,25.39,1.0,23.39142857,31.76285714,24.39,36.66333333,22.29,38.812,23.7,752.1666667000001,28.66666667,5.333333333,40.0,4.3
5/7/16 13:30,0,25.1,32.5,27.2,27.05142857,25.0,36.2675,24.0975,34.77875,21.7,49.03,25.374000000000002,1.0,23.478,31.851999999999997,24.39,36.53,22.29,38.9,23.8,752.15,28.5,5.5,40.0,4.35
5/7/16 13:40,0,25.2,32.7,27.2,27.776,25.0,36.2,24.13,34.775,21.7,48.52666667,25.55714286,1.0,23.39,31.67142857,24.39,36.43,22.29,38.7,23.8,752.1333333,28.33333333,5.666666667,40.0,4.4
5/7/16 13:50,0,25.26,32.7,27.2,28.14,25.1,36.2,24.1625,34.77125,21.7,48.26666667,25.6,1.0,23.39,31.456,24.39,36.23,22.29,38.58571429,23.9,752.1166667,28.16666667,5.833333333,40.0,4.45
5/7/16 14:00,0,25.29,32.82666667,27.18,28.412,25.03333333,36.2,24.195,34.7675,21.7,47.93,25.535,1.0,23.39,31.19571429,24.39,36.02666667,22.29,38.44,24.0,752.1,28.0,6.0,40.0,4.5
5/7/16 14:10,0,25.365,32.9,27.14285714,28.72571429,25.1,36.2,24.2275,34.76375,21.7,47.65666667,25.5,1.0,23.39,31.018,24.39,35.9,22.29,38.29571429,24.1,752.1,27.5,5.666666667,40.0,4.25
5/7/16 14:20,0,25.46333333,32.3,27.1,28.265,25.1,36.2,24.26,34.76,21.7,47.4,25.54,1.0,23.39,30.84125,24.39,35.71,22.29,38.09,24.2,752.1,27.0,5.333333333,40.0,4.0
5/7/16 14:30,0,25.5,32.43,27.1,27.76333333,25.1,36.26,24.2,34.7,21.7,47.0,25.6,1.0,23.39,30.67142857,24.5,35.59,22.29,38.03857143,24.3,752.1,26.5,5.0,40.0,3.75
5/7/16 14:40,0,25.56666667,32.35666667,26.96333333,27.62333333,25.1,36.2,24.29,34.79,21.7,46.63333333,25.6,1.0,23.39,30.6,24.5,35.53,22.29,37.918,24.4,752.1,26.0,4.666666667,40.0,3.5
5/7/16 14:50,0,25.6,31.43,26.89,27.29,25.1,36.16333333,24.29,34.845,21.7,46.36,25.6,1.0,23.39,30.61428571,24.5,35.46333333,22.29,37.79,24.5,752.1,25.5,4.333333333,40.0,3.25
5/7/16 15:00,0,25.6,31.29,26.76,27.42666667,25.1,36.03,24.29,34.9,21.7,46.02666667,25.7,1.0,23.39,30.754,24.56666667,35.72333333,22.29,37.7,24.6,752.1,25.0,4.0,40.0,3.0
5/7/16 15:10,0,25.63333333,31.13333333,26.7,27.56666667,25.2,36.0,24.35666667,34.9,21.76,45.76666667,25.82666667,1.0,23.39,30.79,24.63333333,36.03,22.29,37.68428571,24.7,752.0333333,25.33333333,4.0,40.0,3.33
5/7/16 15:20,0,25.7,30.92666667,26.6,27.79,25.2,36.0,24.39,34.9,21.73,45.52666667,25.82666667,1.0,23.39,30.79,24.7,36.09,22.29,37.59,24.9,751.9666667,25.66666667,4.0,40.0,3.67
5/7/16 15:30,0,25.63333333,30.79,26.53333333,27.85666667,25.2,36.0,24.39,34.9,21.79,45.32666667,25.63333333,1.0,23.39,30.79,24.79,36.2,22.29,37.59,25.0,751.9,26.0,4.0,40.0,4.0
5/7/16 15:40,0,25.7,30.85666667,26.39,27.92666667,25.2,35.93333333,24.39,34.9,21.79,45.1,25.53333333,1.0,23.434,30.85,24.79,36.26,22.29,37.59,25.1,751.8333332999999,26.33333333,4.0,40.0,4.33
5/7/16 15:50,0,25.63333333,30.89,26.39,28.06666667,25.2,35.93333333,24.39,34.9,21.79,44.86333333,25.62,1.0,23.412,30.912,24.83,36.4,22.29,37.59,25.3,751.7666667000001,26.66666667,4.0,40.0,4.67
5/7/16 16:00,0,25.7,30.96333333,26.35666667,28.2,25.2,35.91666667,24.39,34.9,21.79,44.73,25.67142857,1.0,23.42666667,31.0,24.79,36.2,22.29,37.59,25.4,751.7,27.0,4.0,40.0,5.0
5/7/16 16:10,0,25.7,31.23,26.29,28.475,25.2,35.9,24.39,34.82666667,21.79,44.56,25.35,1.0,23.5,31.14,24.79,36.13714286,22.29,37.6725,25.4,751.6333333,26.83333333,4.0,40.0,4.85
5/7/16 16:20,0,25.63333333,31.35666667,26.23,28.76,25.2,35.9,24.42666667,34.82666667,21.79,44.43333333,25.27714286,1.0,23.39,31.14,24.79,36.0225,22.29,37.7,25.3,751.5666667,26.66666667,4.0,40.0,4.7
5/7/16 16:30,0,25.6,31.69666667,26.16666667,29.16333333,25.2,35.9,24.5,34.9,21.89,44.46666667,25.098000000000003,1.0,23.43714286,31.30857143,24.79,36.054,22.29,37.79285714,25.3,751.5,26.5,4.0,40.0,4.55
5/7/16 16:40,0,25.6,32.02333333,26.1,29.49666667,25.2,35.9,24.46333333,34.96666667,21.89,44.4,24.89,1.0,23.412,31.432,24.79,36.09,22.29,37.9,25.2,751.4333333,26.33333333,4.0,40.0,4.4
5/7/16 16:50,0,25.56666667,32.53,26.06666667,29.92666667,25.2,35.9,24.46333333,35.02666667,21.89,44.4,25.276,1.0,23.45285714,31.62857143,24.79,36.2,22.29,37.92857143,25.1,751.3666667,26.16666667,4.0,40.0,4.25
5/7/16 17:00,0,25.5,32.59,26.0,30.06666667,25.2,35.9,24.5,35.12666667,21.96333333,44.4,25.61142857,1.0,23.434,31.736,24.79,36.15285714,22.29,38.036,25.1,751.3,26.0,4.0,40.0,4.1
